folder,material,alkaline_earth,boron_family,halogen,qtd_atoms,volume,lattice_a,lattice_b,lattice_c,lattice_alpha,lattice_beta,lattice_gamma,space_group,etotal,Hf,Hf_per_atom,PDEntry,bandgap,direct,transition,e_above_hull
Al,Al,,Al,,1.0,16.491493205901968,2.8570970493797607,2.857097049350154,2.8570970493682832,60.00000000008492,60.00000000102632,60.000000000816414,225,-3.75285865,0.0,0.0,PDEntry : Al1 with energy = -3.7529,0.0,False,,5.18999999998826e-06
Al2Br,Al2Br,,Al,Br,4.0,189.5773733782332,7.762544840326366,7.762544840326366,3.1461415473619208,90.0,90.0,90.0,136,-15.10793024,0.3084617949999977,0.0514102991666662,PDEntry : Al4 Br2 with energy = -15.1079,0.0,False,,1.0279098811111118
Al2Br3,Al2Br3,,Al,Br,4.0,384.51869071514295,8.65067846764123,6.56743347614707,10.391593358488722,71.79949218714036,55.77084571566301,105.2642771141773,1,-30.96389888,-8.977591975,-0.8977591974999999,PDEntry : Al4 Br6 with energy = -30.9639,1.2552,False,"(-0.000,0.400,-0.000)-(-0.000,-0.000,0.500)",0.2839400499999973
Al2Cl,Al2Cl,,Al,Cl,4.0,167.83976334839886,7.608944675070488,7.608944675070492,2.898985250967615,90.0,90.0,90.0,136,-16.91763479,-1.425741870000003,-0.2376236450000005,PDEntry : Al4 Cl2 with energy = -16.9176,0.0,False,,0.9663721438888896
Al2Cl3,Al2Cl3,,Al,Cl,4.0,298.6006590879621,6.027888705762989,8.389087121004462,7.073186651640345,114.8382348351485,68.42203481217472,106.13460667290737,1,-36.30725189,-14.094442330000003,-1.4094442330000003,PDEntry : Al4 Cl6 with energy = -36.3073,2.1516,False,"(0.400,0.333,0.500)-(-0.400,0.333,0.000)",0.1817481869999961
Al2F,Al2F,,Al,F,4.0,105.53363790462691,6.293433517625836,6.293433517625836,2.6644993071399017,90.0,90.0,90.0,136,-23.35233685,-8.024196075000003,-1.3373660125000004,PDEntry : Al4 F2 with energy = -23.3523,0.0,False,,0.7831434183333346
Al2I,Al2I,,Al,I,4.0,243.63874883377625,8.205813788880276,8.205813788880276,3.6182872816476936,90.0,90.0,90.0,136,-13.30268598,1.87516471,0.3125274516666667,PDEntry : Al4 I2 with energy = -13.3027,0.0,False,,1.047042788214286
Al2I3,Al2I3,,Al,I,4.0,388.0683961527272,8.010544841681524,7.9875449374182175,8.395007912930447,118.50049564790504,61.57056759627904,120.10737287609382,146,-25.93345296,-4.662770090000002,-0.4662770090000002,PDEntry : Al4 I6 with energy = -25.9335,0.5697000000000001,False,"(-0.000,-0.000,0.500)-(0.500,0.500,0.500)",0.2798505967857103
Al3Br,Al3Br,,Al,Br,3.0,86.20174503483052,5.622350526506195,5.622350526506195,5.622350526506195,135.458858239673,135.458858239673,64.81806766763432,139,-11.65236432,-0.9113096525000016,-0.2278274131250004,PDEntry : Al3 Br1 with energy = -11.6524,0.0,False,,0.6845472733333295
Al3Br2,Al3Br2,,Al,Br,4.0,333.88643368051413,4.652040929030301,4.637186212398875,17.873984387900435,92.49637325036043,88.43513272338863,119.91528704295966,2,-32.32272684,-7.555660070000002,-0.7555660070000002,PDEntry : Br4 Al6 with energy = -32.3227,0.0,False,,0.2722334913333326
Al3Br7,Al3Br7,,Al,Br,28.0,1617.762150538765,13.587228595769837,9.633984420984616,12.358846457436952,90.02134742363899,89.97367842569585,89.98640343575404,33,-128.83699983,-46.45329194,-1.1613322985,PDEntry : Br28 Al12 with energy = -128.8370,3.3384,False,"(0.000,0.333,0.000)-(0.500,-0.000,-0.000)",0.0973168235833288
Al3Cl,Al3Cl,,Al,Cl,3.0,76.83390691274423,4.970539467049399,4.970539467049399,4.970539467049399,126.45218851580329,126.45218851580329,79.14620074902231,139,-12.40234745,-1.623542340000002,-0.4058855850000005,PDEntry : Al3 Cl1 with energy = -12.4023,0.0,False,,0.6771112566666622
Al3Cl2,Al3Cl2,,Al,Cl,4.0,300.1045086737507,4.615058938018659,4.596012125059811,16.59594532537592,89.73725918594738,81.0090130805772,119.86925820074998,2,-34.66397912,-9.74591058,-0.974591058,PDEntry : Cl4 Al6 with energy = -34.6640,0.0,False,,0.3262038886666665
Al3Cl7,Al3Cl7,,Al,Cl,28.0,1352.462288219543,12.76498476338144,9.13821052583242,11.594278109128368,89.98998118794034,89.99605475021359,89.99525099622863,33,-148.32681438,-64.88609410000001,-1.6221523525,PDEntry : Cl28 Al12 with energy = -148.3268,3.8717,False,"(0.000,0.333,0.000)-(0.000,0.000,0.000)",0.1142388041666611
Al3F,Al3F,,Al,F,3.0,62.03636155276234,4.443451443894046,4.443451443894046,4.443451443894046,60.00000000000001,60.00000000000001,60.00000000000001,225,-14.72068035,-4.023751312500002,-1.0059378281250004,PDEntry : Al3 F1 with energy = -14.7207,0.0,False,,0.764444245000004
Al3F2,Al3F2,,Al,F,4.0,169.32339971706566,6.307748004517492,4.7610492918380505,7.873183261460371,99.5358951806694,76.52991650206357,132.57182922698365,1,-44.25355705,-19.6629928,-1.96629928,PDEntry : F4 Al6 with energy = -44.2536,0.4064999999999994,False,"(0.000,0.000,0.000)-(-0.000,0.000,0.333)",0.4343120369999997
Al3I,Al3I,,Al,I,6.0,209.25203642407644,7.8181490113270975,7.818024746489216,3.952677175553948,90.0,90.0,119.9893193291193,194,-22.85414338,-1.610575390000001,-0.2013219237500001,PDEntry : Al6 I2 with energy = -22.8541,0.0,False,,0.529564578660715
Al3I2,Al3I2,,Al,I,4.0,354.3331791521357,4.628972071754017,4.635108662954395,19.31093480422699,81.38748877401338,97.38437183248357,119.92755138252616,2,-30.13089956,-5.840915480000003,-0.5840915480000003,PDEntry : I4 Al6 with energy = -30.1309,0.0,False,,0.1533268558571414
Al3I7,Al3I7,,Al,I,28.0,1989.4870845777675,14.561475097347175,10.2522424231934,13.326524083510686,89.9997568753571,90.00484099053901,90.00482704818941,33,-109.06341733,-30.019288270000004,-0.7504822067500001,PDEntry : I28 Al12 with energy = -109.0634,2.5366,False,"(0.000,0.500,0.000)-(0.000,0.000,0.000)",0.0
Al4Br7,Al4Br7,,Al,Br,14.0,739.7816982387436,7.467523840522748,7.467523840522748,15.92826535027844,103.64765702290664,103.64765702290664,59.95237299881629,166,-67.81571352,-20.55814227500001,-0.9344610125000004,PDEntry : Br14 Al8 with energy = -67.8157,2.2717,False,"(0.500,-0.000,0.500)-(0.000,0.000,0.500)",0.2752200075757556
Al4Cl7,Al4Cl7,,Al,Cl,14.0,634.6537555976388,7.056305037090426,7.056305037090426,15.265111922730126,103.32407692779572,103.32407692779572,60.02386915882154,166,-77.31134761,-29.52527017,-1.342057735,PDEntry : Cl14 Al8 with energy = -77.3113,3.0353000000000003,True,"(0.500,0.500,-0.000)-(0.500,0.500,-0.000)",0.3019342256060584
Al4I7,Al4I7,,Al,I,14.0,935.8453212908632,8.243652641982534,8.243652641982534,16.366922242492485,98.94447852029585,98.94447852029585,58.7723291883777,8,-58.3348293,-12.747047470000004,-0.5794112486363638,PDEntry : I14 Al8 with energy = -58.3348,1.0174,False,"(0.000,0.000,0.000)-(-0.000,-0.000,0.500)",0.1682998484090885
Al5Br,Al5Br,,Al,Br,20.0,513.065626981404,8.083366242210944,8.083366242210944,18.364527204736007,84.0568160916178,84.0568160916178,151.81006255722508,64,-80.53112975,-13.304041880000014,-0.554335078333334,PDEntry : Al20 Br4 with energy = -80.5311,0.0,False,,0.2939147126388923
Al5Br9,Al5Br9,,Al,Br,18.0,1241.814108805634,12.324283406943549,12.338373775020765,12.053441470702191,121.71185934008746,58.30975891609571,122.07054777567964,9,-85.76257118,-25.869367765,-0.9239059916071428,PDEntry : Br18 Al10 with energy = -85.7626,2.1083,False,"(0.333,0.333,-0.000)-(0.000,0.000,0.000)",0.2907717735714312
Al5Cl,Al5Cl,,Al,Cl,20.0,472.8856039838,7.462705534012149,7.462705534012149,11.21681903754994,85.24855454449064,85.24855454449064,129.4947804578997,15,-82.95160259,-15.573512949999994,-0.6488963729166665,PDEntry : Al20 Cl4 with energy = -82.9516,0.0,False,,0.3131015215277819
Al5Cl9,Al5Cl9,,Al,Cl,18.0,1106.0896908805648,7.995444040223535,9.861344714340108,16.85053217191045,103.71675768464418,65.45713383204595,113.25787111903158,1,-100.52581253,-39.95310115,-1.426896469642857,PDEntry : Cl18 Al10 with energy = -100.5258,1.4659,False,"(0.000,0.333,0.000)-(0.000,0.000,0.000)",0.2265239803571455
Al5F,Al5F,,Al,F,20.0,421.34544205666487,6.714490185945216,6.714490185945216,11.677877849278254,79.4898104254425,79.4898104254425,120.59925040102458,15,-92.75242059,-25.70183524000001,-1.070909801666667,PDEntry : Al20 F4 with energy = -92.7524,0.0,False,,0.3493449137500009
Al5I,Al5I,,Al,I,20.0,570.9037337364731,7.852000883947263,7.852000883947264,9.695954153298644,84.51292897517453,84.51292897517453,104.76969150282368,15,-76.20151848,-9.451513300000016,-0.3938130541666673,PDEntry : Al20 I4 with energy = -76.2015,0.0,False,,0.3334446141071399
Al5I9,Al5I9,,Al,I,18.0,1453.1614905431038,10.563579561513622,12.176863671439053,14.19819547666244,119.1626738282843,70.82026839491354,112.16212955042448,1,-75.28127257,-17.534941259999997,-0.626247902142857,PDEntry : I18 Al10 with energy = -75.2813,2.3194,True,"(0.333,-0.000,0.000)-(0.333,-0.000,0.000)",0.1217459611989753
Al7I9,Al7I9,,Al,I,36.0,2252.248717629714,13.10807096103114,13.108070961031142,13.108070961031142,89.99608386048034,89.99608386048034,89.99608386048034,205,-165.99312167,-26.23758985000001,-0.4099623414062501,PDEntry : I36 Al28 with energy = -165.9931,0.8815,True,"(0.000,0.000,0.000)-(0.000,0.000,0.000)",0.334532289017857
AlBr,AlBr,,Al,Br,2.0,109.697892312217,4.921963089380386,4.924750958633922,5.192768062121158,90.0,90.0,119.36439007854096,194,-11.74127535,-2.390600615000002,-0.5976501537500005,PDEntry : Al2 Br2 with energy = -11.7413,0.0935999999999999,False,"(0.167,0.333,0.000)-(0.500,0.500,0.000)",0.507099219166665
AlBr2,AlBr2,,Al,Br,2.0,404.0380055597832,8.298107795183933,8.298107795183935,8.298107795183935,59.99999999999999,60.00000000000001,60.00000000000001,227,-18.13553614,-5.49990397,-0.9166506616666666,PDEntry : Al2 Br4 with energy = -18.1355,0.0,False,,0.3163485022222185
AlBr3,AlBr3,,Al,Br,4.0,725.8401746062735,7.753802521778142,8.432481730208918,11.139675077443073,90.02411423870261,94.7618210724247,89.97970703522988,14,-52.59516416,-20.753984950000003,-1.2971240593750002,PDEntry : Al4 Br12 with energy = -52.5952,4.2072,True,"(0.000,0.000,0.000)-(0.000,0.000,0.000)",0.0
AlBr4,AlBr4,,Al,Br,6.0,1656.028255678401,13.27988293971731,13.27988293971731,13.27988293971731,60.00000000000001,60.00000000000001,60.00000000000001,226,-84.14667118,-26.53003006,-0.8843343353333334,PDEntry : Al6 Br24 with energy = -84.1467,0.0,False,,0.1533649121666696
AlBr6,AlBr6,,Al,Br,6.0,316.1582096976938,6.93873184830974,8.065339418586431,7.144989642366593,58.40277988000251,86.83908131913743,69.99482859941034,1,-16.90680682,-4.019075865,-0.5741536949999999,PDEntry : Br6 Al1 with energy = -16.9068,0.0,False,,0.1670600532142843
AlCl,AlCl,,Al,Cl,2.0,155.29931226477967,7.601007892175269,3.3565251713188826,6.087072025874264,90.0,90.0,90.0,51,-12.35132641,-2.9251507900000018,-0.7312876975000004,PDEntry : Al2 Cl2 with energy = -12.3513,1.7251,False,"(0.000,0.429,0.250)-(0.333,0.000,0.500)",0.7147059858333313
AlCl2,AlCl2,,Al,Cl,2.0,338.0990208936409,7.819708518320044,7.819708518320044,7.819949703278882,59.99717463933757,59.99717463933757,59.997675097905066,227,-20.45519017,-7.668556230000002,-1.2780927050000004,PDEntry : Al2 Cl4 with energy = -20.4552,0.0,False,,0.4098988727777732
AlCl3,AlCl3,,Al,Cl,2.0,205.72904888827784,6.021970788116096,6.022860767742439,7.408680643064862,66.10735201025737,90.00367706589859,60.01618812517871,148,-30.61901646,-14.4719242,-1.808990525,PDEntry : Al2 Cl6 with energy = -30.6190,5.371499999999999,False,"(-0.000,0.400,0.250)-(0.000,0.000,0.000)",0.0
AlCl4,AlCl4,,Al,Cl,2.0,357.5608760072208,6.327304419471727,7.527304328092951,8.212318444879717,88.83707982765425,88.65554843210927,66.13249006397089,2,-34.18398742,-14.67643684,-1.467643684,PDEntry : Al2 Cl8 with energy = -34.1840,3.0737,True,"(0.500,0.500,-0.000)-(0.500,0.500,-0.000)",0.0115487360000035
AlCl6,AlCl6,,Al,Cl,6.0,241.0500807734101,7.815864480070813,7.324803351472835,6.434319148000903,65.68038710013624,66.15313925607242,46.94596397998352,2,-19.43968666,-6.325453049999998,-0.9036361499999996,PDEntry : Cl6 Al1 with energy = -19.4397,0.0,False,,0.1986441499999989
AlF,AlF,,Al,F,2.0,50.0554641509043,4.836984056702698,3.7308725737741817,2.773744287118111,90.0,90.0,90.0,191,-18.94992508,-9.687501605,-2.4218754012500003,PDEntry : Al2 F2 with energy = -18.9499,0.0,False,,0.3988887450000025
AlF2,AlF2,,Al,F,2.0,90.1124457054151,6.843946160095884,6.843946160095884,4.565403234966243,45.00629588360785,45.00629588360785,39.71692877877378,12,-29.82973136,-17.370601710000003,-2.8951002850000003,PDEntry : Al2 F4 with energy = -29.8297,0.0,False,,0.6259185766666686
AlF3,AlF3,,Al,F,1.0,46.02734948207191,3.583751614815586,3.583751614815585,3.583770289841891,89.99714785578531,89.99714785578531,89.99720129234757,221,-23.31250279,-15.4845848775,-3.871146219375,PDEntry : Al1 F3 with energy = -23.3125,7.8787,False,"(0.429,0.429,0.429)-(0.000,0.000,0.000)",0.0
AlI,AlI,,Al,I,1.0,71.35071204679971,4.655551156073457,4.655551156073457,4.655551156073457,60.00000000000001,60.00000000000001,60.00000000000001,225,-5.17978296,-0.6237162649999997,-0.3118581324999998,PDEntry : Al1 I1 with energy = -5.1798,0.8963000000000001,True,"(0.429,-0.000,0.000)-(0.429,-0.000,0.000)",0.4299148723214259
AlI4,AlI4,,Al,I,2.0,564.6936811093437,8.249873075409681,10.849863672225627,9.061765871117595,74.02728803773562,70.3942054158834,47.810595822002,2,-25.00077718,-6.74939552,-0.674939552,PDEntry : Al2 I8 with energy = -25.0008,2.0948,False,"(0.500,-0.333,0.333)-(0.250,0.333,0.333)",0.0
AlI6,AlI6,,Al,I,6.0,562.2116511415361,8.89025394644793,8.27717272992705,9.428095150873943,77.6973811757911,96.7266438337518,59.42131995906884,1,-15.20211213,-3.030005210000001,-0.4328578871428572,PDEntry : I6 Al1 with energy = -15.2021,0.0,False,,0.0492417928571411
Al_mp-1183144,Al,,Al,,4.0,66.07203938841852,2.8522095876302704,2.8522099453445224,9.3783003501397,90.0,90.0,119.99999597032355,194,-14.97461581,0.0368187899999998,0.0092046974999999,PDEntry : Al4 (Al_mp-1183144) with energy = -14.9746,0.0,False,,0.0092046974999999
Al_mp-1239196,Al,,Al,,4.0,95.83991808479963,3.924474215476156,3.924474215476156,6.813483570894947,106.7378425726078,106.7378425726078,89.99999999999997,139,-13.7868502,1.2245843999999997,0.3061460999999998,PDEntry : Al4 (Al_mp-1239196) with energy = -13.7869,0.0,False,,0.3061460999999998
Al_mp-134,Al,,Al,,1.0,16.471717630914863,2.8559542459167657,2.855954291634759,2.855955,60.00000337792521,60.00000284838631,60.00000242846307,225,-3.75285346,5.18999999998826e-06,5.18999999998826e-06,PDEntry : Al1 (Al_mp-134) with energy = -3.7529,0.0,False,,5.18999999998826e-06
Al_mp-2647008,Al,,Al,,2.0,33.47543339453173,2.814655474354144,2.8146561789348743,4.879159296421286,90.0,90.0,120.00000349955214,194,-7.43516348,0.0705538199999997,0.0352769099999998,PDEntry : Al2 (Al_mp-2647008) with energy = -7.4352,0.0,False,,0.0352769099999998
Al_mp-998860,Al,,Al,,1.0,16.954246376182773,2.8030668817360267,2.8030668817360267,2.8030668817360267,109.47122063449068,109.47122063449068,109.47122063449068,229,-3.64971016,0.1031484899999997,0.1031484899999997,PDEntry : Al1 (Al_mp-998860) with energy = -3.6497,0.0,False,,0.1031484899999997
B,B,,B,,12.0,86.72613654801465,4.895168870488967,4.895262588779535,5.045039970635232,60.97703774286229,90.00144275549073,120.00103978218895,166,-80.47450372,0.0002979100000004,2.4825833333371367e-05,PDEntry : B12 with energy = -80.4745,1.4689999999999994,False,"(0.000,-0.000,0.500)-(-0.000,-0.429,0.167)",0.0
B2Br,B2Br,,B,Br,4.0,103.65215332089448,5.315948281039058,5.315948281039058,3.667894493100355,90.0,90.0,90.0,136,-13.40972172,16.700169591666665,2.7833615986111107,PDEntry : B4 Br2 with energy = -13.4097,0.0,False,,3.017129920092592
B2Br3,B2Br3,,B,Br,4.0,377.7037510705721,7.281595525379846,7.948361282995355,9.20053129021091,63.37492950504356,91.9239648811945,123.93952332436665,2,-38.86268768,-2.1828814983333373,-0.2182881498333337,PDEntry : B4 Br6 with energy = -38.8627,1.6086,False,"(0.500,0.500,0.333)-(0.500,0.500,0.000)",0.2024948288333332
B2Cl,B2Cl,,B,Cl,4.0,80.89856229439326,5.272486301112345,5.272486301112345,2.9101132039668025,90.0,90.0,90.0,136,-14.00200749,16.183384706666665,2.6972307844444443,PDEntry : B4 Cl2 with energy = -14.0020,0.0,False,,3.1822181717592586
B2Cl3,B2Cl3,,B,Cl,4.0,276.0859850977509,7.077480157758281,7.100618377802594,6.128682003141877,98.7767339372195,80.1949749617528,113.99053721975103,2,-41.9225897,-5.016280863333336,-0.5016280863333336,PDEntry : B4 Cl6 with energy = -41.9226,0.1026,False,"(0.500,-0.000,0.500)-(0.500,0.500,0.500)",0.3713492108333325
B2F,B2F,,B,F,4.0,65.97534273382429,5.956316972223402,5.9563169722234015,1.8596278973370004,90.0,90.0,90.0,136,-26.35367657,3.667963481666664,0.6113272469444441,PDEntry : B4 F2 with energy = -26.3537,0.0,False,,1.911027087314816
B2F3,B2F3,,B,F,4.0,115.54197675784272,5.855062295303759,5.869536705523223,7.198375198762655,111.58312106184395,64.94269879151675,148.96174206518972,2,-56.50115762,-20.08610521833333,-2.008610521833333,PDEntry : B4 F6 with energy = -56.5012,0.1501999999999999,False,"(0.000,0.000,0.000)-(0.000,0.000,0.500)",0.3308491908333284
B2I,B2I,,B,I,4.0,113.67976192814068,5.493206523382808,5.493206523382808,3.767309503506012,90.0,90.0,90.0,136,-13.71844168,16.152908286666666,2.692151381111111,PDEntry : B4 I2 with energy = -13.7184,0.0,False,,2.720121724537037
B2I3,B2I3,,B,I,4.0,396.97239214910365,7.821194768504345,7.861857392249775,10.229516703872266,129.35772861675062,58.317700543907534,121.27516757103984,2,-32.92672248,3.037459666666664,0.3037459666666663,PDEntry : B4 I6 with energy = -32.9267,1.1372999999999998,False,"(0.000,0.000,0.000)-(0.250,-0.000,0.333)",0.3540925848333334
B3Br,B3Br,,B,Br,6.0,188.2082091261489,8.805032822737694,6.991973951069905,3.058015552610687,90.0,90.0,88.58791822080556,6,-40.25354123,3.26881702,0.4086021275,PDEntry : B6 Br2 with energy = -40.2535,0.1856999999999999,False,"(0.000,0.000,0.000)-(-0.000,0.500,0.500)",0.5839283686111099
B3Br2,B3Br2,,B,Br,4.0,193.6144889050386,4.02420591991308,3.721724206289053,16.971351536870866,97.28493202180276,78.41240467620825,128.9612887831734,2,-44.9480347,1.859280984999998,0.1859280984999998,PDEntry : Br4 B6 with energy = -44.9480,0.0,False,,0.4664500842777777
B3F,B3F,,B,F,6.0,69.97636434191507,3.807771553122541,7.70408465022927,2.647333465243611,90.0,90.0,115.70304828419304,11,-46.7735376,-3.3394306099999937,-0.4174288262499992,PDEntry : B6 F2 with energy = -46.7735,0.0,False,,0.5573460540277715
B3F2,B3F2,,B,F,4.0,101.39030049350946,2.972144765945775,3.117320017404893,11.355709274217729,86.4683593115784,102.9073588267082,98.4693893930002,2,-56.29357395,-9.662760785000003,-0.9662760785000004,PDEntry : F4 B6 with energy = -56.2936,0.0,False,,0.5933637299444436
B3I,B3I,,B,I,6.0,156.84697695482234,6.293942252017573,8.844827184747086,3.0368007824086267,90.0,90.0,111.90774152839586,11,-39.47639355,3.807423355000005,0.4759279193750005,PDEntry : B6 I2 with energy = -39.4764,0.0,False,,0.4969056769444444
B3I2,B3I2,,B,I,4.0,257.4737270070839,4.516002074642415,3.002867674551886,26.10290538548309,96.43166642089128,84.07678438691906,132.9056427599552,2,-41.99605852,4.334174475000005,0.4334174475000004,PDEntry : I4 B6 with energy = -41.9961,0.0,False,,0.4669818596111117
B4Br7,B4Br7,,B,Br,14.0,988.8425041404394,8.61178955048102,8.611789550481019,17.915445750088473,102.46167511178903,102.46167511178903,50.020990866885015,8,-74.62571561,2.018854188333336,0.091766099469697,PDEntry : Br14 B8 with energy = -74.6257,0.3375,False,"(0.500,0.500,-0.000)-(0.500,0.250,0.000)",0.5380510768434354
B4Cl7,B4Cl7,,B,Cl,14.0,812.7971496412179,10.522725158390228,10.522725158390228,13.708400850540832,109.81068915774848,109.81068915774848,34.949522820654416,8,-85.60279948,-8.429723486666674,-0.3831692493939397,PDEntry : Cl14 B8 with energy = -85.6028,0.9201,False,"(0.500,-0.000,0.500)-(-0.000,-0.000,0.500)",0.5427157627525268
B4I7,B4I7,,B,I,14.0,1362.9563437788947,10.826852572255076,10.826852572255078,17.353478822335813,112.1531290154208,112.1531290154208,47.32618675732928,8,-65.95547014,9.019310243333322,0.4099686474242419,PDEntry : I14 B8 with energy = -65.9555,0.72,False,"(0.333,0.333,-0.000)-(0.333,0.333,0.500)",0.4633665757828291
B5Br,B5Br,,B,Br,20.0,363.6114706448181,6.528376764592808,6.528376764592808,10.787149653857062,84.4808380931725,84.4808380931725,125.97709401140268,15,-127.21283594,13.481748313333313,0.5617395130555547,PDEntry : B20 Br4 with energy = -127.2128,0.0,False,,0.6786236737962961
B5Br9,B5Br9,,B,Br,18.0,1382.260093746312,11.187381554706212,11.148701136688052,12.017158644948903,104.80820127676462,75.01586579068794,102.3215575688332,1,-88.16801397,8.458937636666661,0.3021049155952379,PDEntry : Br18 B10 with energy = -88.1680,2.7204,True,"(0.500,-0.000,0.500)-(0.500,-0.000,0.500)",0.7529438213095232
B5Cl,B5Cl,,B,Cl,20.0,348.7119725379596,6.3288725149034,6.3288725149034,10.890248582686617,84.23429753548085,84.23429753548085,125.01027720666268,15,-129.92756327,10.918022753333332,0.4549176147222222,PDEntry : B20 Cl4 with energy = -129.9276,0.0,False,,0.6974113083796301
B5F,B5F,,B,F,20.0,311.0561555739808,6.472323247839745,6.472323247839745,9.136899034219072,82.17804764787978,82.17804764787978,122.1269267852136,15,-139.1484943,1.3695874333333222,0.057066143055555,PDEntry : B20 F4 with energy = -139.1485,0.4723000000000001,False,"(0.000,0.000,0.000)-(0.400,0.200,0.000)",0.7069160632407465
B5I,B5I,,B,I,20.0,382.3235084622759,6.751503215134162,6.751503215134162,10.663101360546666,85.1566546499888,85.1566546499888,126.77959955914136,15,-124.90918561,15.30831595333332,0.637846498055555,PDEntry : B20 I4 with energy = -124.9092,0.0570000000000003,False,"(0.000,0.000,0.000)-(0.400,0.200,0.000)",0.6518316697685194
Ba,Ba,Ba,,,1.0,64.38241645251378,4.37317027914154,4.37317027914154,4.37317027914154,109.47122063449068,109.47122063449068,109.47122063449068,229,-1.90140207,0.0064862299999999,0.0064862299999999,PDEntry : Ba1 with energy = -1.9014,0.0,False,,0.0064862299999999
Ba10Al,Ba10Al,Ba,Al,,40.0,2623.82681815946,15.481631339993625,15.481631339993625,15.481631339993625,60.00000000000001,60.00000000000001,60.00000000000001,227,-87.21077225,-20.363805650000003,-0.4628137647727273,PDEntry : Ba40 Al4 with energy = -87.2108,0.0,False,,0.1259199820227272
Ba10B,Ba10B,Ba,B,,40.0,2467.5824538780607,15.168019922928274,15.168019922928274,15.168019922928274,60.00000000000001,60.00000000000001,60.00000000000001,227,-85.80385943,-4.263393553333344,-0.0968953080303032,PDEntry : Ba40 B4 with energy = -85.8039,0.0,False,,0.4372887773484848
Ba10Ga,Ba10Ga,Ba,Ga,,40.0,2598.41663449663,15.43149237394098,15.43149237394098,15.43149237394098,60.00000000000001,60.00000000000001,60.00000000000001,227,-85.29029516,-21.59683444,-0.4908371463636364,PDEntry : Ba40 Ga4 with energy = -85.2903,0.0,False,,0.124664336883117
Ba10In,Ba10In,Ba,In,,40.0,2672.6776647058023,15.577121022224604,15.577121022224604,15.577121022224604,60.00000000000001,60.00000000000001,60.00000000000001,227,-85.85522561,-22.520239570000008,-0.5118236265909093,PDEntry : Ba40 In4 with energy = -85.8552,0.0,False,,0.1039529936570247
Ba10Tl,Ba10Tl,Ba,Tl,,40.0,2675.998841556957,15.58357060399787,15.58357060399787,15.58357060399787,60.00000000000001,60.00000000000001,60.00000000000001,227,-84.12523021,-20.51311569,-0.4662071747727273,PDEntry : Ba40 Tl4 with energy = -84.1252,0.0,False,,0.109539019772727
Ba11Al7,Ba11Al7,Ba,Al,,22.0,1516.4598577442046,12.878570040753782,12.899804429170093,12.878570040753782,119.914820394543,90.02316176396424,119.914820394543,225,-97.74523542,-25.191671720000016,-0.6997686588888894,PDEntry : Ba22 Al14 with energy = -97.7452,0.0,False,,0.0487034801805554
Ba11B7,Ba11B7,Ba,B,,22.0,1288.2321194459523,13.637456467232749,10.608848477973304,13.637456467232749,120.37038963437568,95.8469797519857,120.37038963437568,8,-122.53555254,1.4452586283333346,0.0401460730092592,PDEntry : Ba22 B14 with energy = -122.5356,0.0,False,,0.5552668826851854
Ba11In7,Ba11In7,Ba,In,,22.0,1645.8539400970494,13.22418382981171,13.270964869806477,13.22418382981171,119.87869748851816,90.08503235782425,119.87869748851816,225,-89.70873522,-29.44710348,-0.8179750966666666,PDEntry : Ba22 In14 with energy = -89.7087,0.0,False,,0.0194585373611113
Ba11Tl7,Ba11Tl7,Ba,Tl,,22.0,1663.6124239881742,13.266009300955831,13.32222630534682,13.266009300955831,119.85424275308688,90.10496706654428,119.85424275308688,225,-84.20287064,-22.971289220000003,-0.6380913672222223,PDEntry : Ba22 Tl14 with energy = -84.2029,0.0,False,,0.0330095648611115
Ba13Al16,Ba13Al16,Ba,Al,,16.0,1017.9198261192648,10.976026696126029,10.976026696126029,10.976026696126029,109.47122063449068,109.47122063449068,109.47122063449068,217,-85.77465206,-19.46636576,-0.671253991724138,PDEntry : Al16 Ba13 with energy = -85.7747,0.0,False,,0.1645094371034483
Ba13B14,Ba13B14,Ba,B,,14.0,1047.0604211086325,12.969723758622882,12.969723758622882,12.969723758622882,116.41252740612704,116.41252740612704,116.41252740612704,166,-106.28396218,5.38585428833332,0.1994760847530859,PDEntry : B14 Ba13 with energy = -106.2840,0.0,False,,0.7063038309876544
Ba13B16,Ba13B16,Ba,B,,16.0,791.7347210982276,10.09409049556023,10.09409049556023,10.09409049556023,109.47122063449068,109.47122063449068,109.47122063449068,217,-107.69794649,17.384336916666655,0.5994598936781605,PDEntry : B16 Ba13 with energy = -107.6979,0.0335,False,"(0.333,0.333,-0.000)-(0.000,0.000,0.000)",1.1041633083908038
Ba13Ga14,Ba13Ga14,Ba,Ga,,14.0,924.5699944841706,10.089769738202389,10.089769738202389,10.089769738202389,103.52950368019728,103.52950368019728,103.52950368019728,166,-72.68280973,-23.477511310000004,-0.8695374559259261,PDEntry : Ga14 Ba13 with energy = -72.6828,0.0,False,,0.0964896655174292
Ba13Ga16,Ba13Ga16,Ba,Ga,,16.0,995.1422670930958,10.893539716212985,10.893539716212985,10.893539716212985,109.47122063449068,109.47122063449068,109.47122063449068,217,-78.21011482,-24.51585204,-0.8453742082758621,PDEntry : Ga16 Ba13 with energy = -78.2101,0.0,False,,0.1470495871551729
