folder,material,alkaline_earth,boron_family,halogen,qtd_atoms,volume,lattice_a,lattice_b,lattice_c,lattice_alpha,lattice_beta,lattice_gamma,space_group,etotal,Hf,Hf_per_atom,PDEntry,bandgap,direct,transition,e_above_hull
Mg16In13,Mg16In13,Mg,In,,13.0,696.2927785265385,9.737971047651431,9.616337728868714,9.665306090459696,109.31958323782467,109.82920413172442,109.31544572718816,8,-59.0924372,-15.563854754000005,-0.5366846466896553,PDEntry : In13 Mg16 with energy = -59.0924,0.0,False,,0.0353141141379311
Mg16Tl12Br,Mg16Tl12Br,Mg,Tl,Br,12.0,740.3009205897505,9.667253089457354,9.959445005808082,9.92522502968951,110.1067035088882,109.091446454709,108.68618709948638,160,-52.87736229,-9.029779196500002,-0.3113716964310345,PDEntry : Tl12 Br1 Mg16 with energy = -52.8774,0.0,False,,0.092546617643678
Mg16Tl12Cl,Mg16Tl12Cl,Mg,Tl,Cl,12.0,733.8817597142756,9.64209635039956,9.911126770595496,9.910944165129898,110.03571840081185,108.91745752817206,108.9168229137872,160,-53.79403027,-9.908696734000005,-0.341679197724138,PDEntry : Tl12 Cl1 Mg16 with energy = -53.7940,0.0,False,,0.0933529121982759
Mg16Tl12F,Mg16Tl12F,Mg,Tl,F,12.0,723.1952805401272,9.781980866065677,9.799809333078244,9.817382528463428,109.48904067513683,109.59091523753516,109.47549283338006,160,-56.76770272,-12.964245256500009,-0.4470429398793106,PDEntry : Tl12 F1 Mg16 with energy = -56.7677,0.0,False,,0.0558844040172414
Mg16Tl12I,Mg16Tl12I,Mg,Tl,I,12.0,759.4874602351406,9.672388689463045,10.092663152457352,10.092482920314342,113.72752026003324,107.14895142759758,107.14821143483236,8,-51.90239955,-8.174087129,-0.2818650734137931,PDEntry : Tl12 I1 Mg16 with energy = -51.9024,0.0,False,,0.1012373733965521
Mg16Tl13,Mg16Tl13,Mg,Tl,,13.0,738.6938115126303,10.117772334521444,10.429342073662657,8.976111034308511,104.41614017258324,107.93942757360948,114.45798060145609,1,-53.12445159,-8.695201583999996,-0.2998345373793102,PDEntry : Tl13 Mg16 with energy = -53.1245,0.0,False,,0.0347705797413793
Mg17Al12,Mg17Al12,Mg,Al,,12.0,581.4341400509027,9.107498728767286,9.107498728767286,9.107498728767286,109.475879776027,109.475879776027,109.475879776027,217,-71.59000357,-18.710633153000003,-0.6451942466551726,PDEntry : Al12 Mg17 with energy = -71.5900,0.0,False,,0.0
Mg17B11Br,Mg17B11Br,Mg,B,Br,11.0,506.7314066008191,9.252605356002991,7.525458468162117,9.0653741383739,103.41890049403855,119.08000612044113,99.60361060346976,1,-95.84434935,-3.948235854666677,-0.1361460639540233,PDEntry : B11 Br1 Mg17 with energy = -95.8443,0.0,False,,0.3222895946206896
Mg17B11Cl,Mg17B11Cl,Mg,B,Cl,11.0,499.5825461718192,9.154579879733214,7.514255363770168,9.01111231336724,104.72230269984138,118.4715542731365,98.60140732371508,1,-96.56743683,-4.633572892166683,-0.1597783755919545,PDEntry : B11 Cl1 Mg17 with energy = -96.5674,0.0,False,,0.3295262536206893
Mg17B11F,Mg17B11F,Mg,B,F,11.0,464.9258153357288,8.215091922844117,7.068857358593215,9.654870178689102,110.50073321748656,115.11787138345008,91.67373427664754,1,-100.41307593,-8.561088064666677,-0.2952099332643682,PDEntry : B11 F1 Mg17 with energy = -100.4131,0.0,False,,0.2565768025517232
Mg17B11I,Mg17B11I,Mg,B,I,11.0,492.34184617065375,6.922176526633286,9.633561863500631,9.674902465287506,123.34157896766511,106.89186883384514,94.48992337121496,1,-95.62328334,-3.84644051716667,-0.1326358799022989,PDEntry : B11 I1 Mg17 with energy = -95.6233,0.0,False,,0.3020363925517233
Mg17B12,Mg17B12,Mg,B,,12.0,535.1569703513234,8.8587670846707,8.858767084670701,8.858767084670701,109.47226369329786,109.47226369329783,109.47226369329786,217,-93.73993046,3.2199377870000063,0.1110323374827588,PDEntry : B12 Mg17 with energy = -93.7399,0.0,False,,0.5045086334137929
Mg17Ga11I,Mg17Ga11I,Mg,Ga,I,11.0,607.1176259313742,9.269020850656092,9.593081636433649,9.058618649144416,109.7837492261627,108.29461610931992,111.9262457008006,8,-61.63249513,-18.93491648800001,-0.6529281547586209,PDEntry : Ga11 I1 Mg17 with energy = -61.6325,0.0,False,,0.098409912931034
Mg17Ga12,Mg17Ga12,Mg,Ga,,12.0,576.0476793317514,9.07891458510968,9.07891458510968,9.07891458510968,109.47255568932844,109.47255568932844,109.47255568932844,217,-64.21857775,-20.799724973,-0.7172318956206896,PDEntry : Ga12 Mg17 with energy = -64.2186,0.0,False,,0.0190893403448275
Mg17In11Br,Mg17In11Br,Mg,In,Br,11.0,702.5273344972464,9.739669047240396,9.988701654078133,9.547130376715572,109.25350784741052,108.17735838202086,112.28647118145513,8,-57.6934861,-15.862442155500004,-0.5469807639827589,PDEntry : In11 Br1 Mg17 with energy = -57.6935,0.0,False,,0.0818950676628351
Mg17In11Cl,Mg17In11Cl,Mg,In,Cl,11.0,696.9609696601601,10.08906759206752,9.826268900035735,9.41373027169623,109.591220713483,111.13836241553804,110.00743021624235,8,-58.49415271,-16.625358323000007,-0.573288218034483,PDEntry : In11 Cl1 Mg17 with energy = -58.4942,0.0,False,,0.086954268074713
Mg17In11I,Mg17In11I,Mg,In,I,11.0,712.6010828911799,9.823862307512885,10.094332435401723,9.548118673050835,109.2696397108871,108.07841947545664,112.72606558405047,8,-56.74471556,-15.032942288000008,-0.5183773202758624,PDEntry : In11 I1 Mg17 with energy = -56.7447,0.0,False,,0.0869477492643684
Mg17In12,Mg17In12,Mg,In,,12.0,690.6536377657196,9.645098304455932,9.645098304455932,9.645098304455932,109.47356992832746,109.47356992832746,109.47356992832746,217,-58.21568595,-15.872257213000005,-0.5473192142413794,PDEntry : In12 Mg17 with energy = -58.2157,0.0,False,,0.0296486408045977
Mg17Tl11Br,Mg17Tl11Br,Mg,Tl,Br,11.0,747.1810467642237,9.86369096513759,11.0443546128067,9.420802081954688,111.2703126278295,107.19799826966542,113.8923137518501,1,-52.270826,-9.677678735499995,-0.3337130598448274,PDEntry : Tl11 Br1 Mg17 with energy = -52.2708,0.0,False,,0.0900509826436781
Mg17Tl11F,Mg17Tl11F,Mg,Tl,F,11.0,717.1633442888749,10.278035787912748,9.818982227486556,10.036463025747524,114.01321644863444,109.01800356404304,111.21216638543562,1,-56.05258303,-13.5035613955,-0.4656400481206896,PDEntry : Tl11 F1 Mg17 with energy = -56.0526,0.0,False,,0.0571330241896554
Mg17Tl11I,Mg17Tl11I,Mg,Tl,I,11.0,758.2376038592706,10.243006905481128,11.380569661792531,9.27187110921745,108.51111577886503,102.72912185656764,122.19958043609608,8,-51.61833951,-9.144462918000002,-0.3153263075172414,PDEntry : Tl11 I1 Mg17 with energy = -51.6183,0.0,False,,0.0876218677068971
Mg17Tl12,Mg17Tl12,Mg,Tl,,12.0,731.2297968769885,9.830212123809012,9.830212123809012,9.830212123809012,109.4720227103019,109.4720227103019,109.4720227103019,217,-51.4435027,-8.268688523000002,-0.2851271904482759,PDEntry : Tl12 Mg17 with energy = -51.4435,0.0,False,,0.0693236550862068
Mg18Al,Mg18Al11,Mg,Al,,18.0,587.0248597080517,9.127116829344828,9.127116829344828,9.13537089302432,70.45454553527945,70.45454553527945,109.15610486163116,8,-69.0809383,-18.26471673200001,-0.629817818344828,PDEntry : Mg18 Al11 (Mg18Al) with energy = -69.0809,0.0,False,,0.0074435744224135
Mg18B,Mg18B11,Mg,B,,18.0,490.01208903292,8.809199452372066,8.809199452372066,8.503848047996806,66.81961964132296,66.81961964132296,104.38838215499293,8,-94.77666734,-3.553322761166683,-0.1225283710747132,PDEntry : Mg18 B11 (Mg18B) with energy = -94.7767,0.0,False,,0.2839915668620683
Mg18B11,Mg18B11,Mg,B,,11.0,490.82603398957184,8.508424150352134,8.426051488543411,8.813100894342918,112.5750703090674,113.3914049729286,100.74117620256078,1,-94.79994438,-3.5765998011666795,-0.1233310276264372,PDEntry : B11 Mg18 with energy = -94.7999,0.0,False,,0.2831889103103444
Mg18Ga,Mg18Ga11,Mg,Ga,,18.0,581.6048805284759,9.118042472580605,9.118042472580605,9.094324816285862,70.49496107271695,70.49496107271695,109.46389863616896,8,-62.47657201,-20.332491612,-0.7011204004137931,PDEntry : Mg18 Ga11 (Mg18Ga) with energy = -62.4766,0.0,False,,0.0273792591379309
Mg18In,Mg18In11,Mg,In,,18.0,686.3109017481127,9.609846006747867,9.609846006747867,9.652943528688406,70.55616769873042,70.55616769873042,109.51660298199516,8,-57.07434855,-15.916073522000012,-0.5488301214482763,PDEntry : Mg18 In11 (Mg18In) with energy = -57.0743,0.0,False,,0.0330990626436782
Mg18In11,Mg18In11,Mg,In,,11.0,686.4024627230613,9.655983555551162,9.62603187967113,9.60887701972043,109.32529197768176,109.44764273576727,109.77289422875596,8,-57.07457374,-15.916298712000009,-0.5488378866206899,PDEntry : In11 Mg18 with energy = -57.0746,0.0,False,,0.0330990626436782
Mg18Tl,Mg18Tl11,Mg,Tl,,18.0,725.0495139741115,9.75286217895081,9.75286217895081,9.809382322701293,70.70990525444428,70.70990525444428,109.05844289464876,8,-51.02485802,-9.104479672000004,-0.3139475748965518,PDEntry : Mg18 Tl11 (Mg18Tl) with energy = -51.0249,0.0,False,,0.060348999051724
Mg21B40,Mg21B40,Mg,B,,40.0,700.3771011308188,7.852208840640217,7.82559270345853,13.411797215316362,96.14033932252389,96.67815266298004,119.37463546769338,1,-291.87692958,-3.263684992333367,-0.0535030326612027,PDEntry : B40 Mg21 with energy = -291.8769,0.0,False,,0.2484539390327853
Mg23Tl30,Mg23Tl30,Mg,Tl,,30.0,1436.7985503016362,12.67353710963238,12.56463012218578,12.63029798651899,119.3897030553459,60.033566254813735,119.26593524096788,1,-100.59855723,-11.570862907000006,-0.2183181680566039,PDEntry : Tl30 Mg23 with energy = -100.5986,0.0,False,,0.0462569286792453
Mg28Al,Mg28Al11,Mg,Al,,28.0,839.5437376294259,4.725499646014669,7.10638761810164,25.361920858446503,98.0536055937844,95.34550336511518,90.0000008936168,44,-81.72778892,-21.214469342,-0.5439607523589743,PDEntry : Mg28 Al11 (Mg28Al) with energy = -81.7278,0.0,False,,0.0709259243141025
Mg28B,Mg28B11,Mg,B,,28.0,622.9004563135352,4.055756049937287,5.852146459780875,26.48446398969894,96.3431374918026,94.39135565704684,90.00000046448919,44,-103.80417592,-2.883733331166681,-0.0739418802863251,PDEntry : Mg28 B11 (Mg28B) with energy = -103.8042,0.0,False,,0.369367817153845
Mg28Ga,Mg28Ga11,Mg,Ga,,28.0,811.6424063381204,4.688152282578965,6.923904488033347,25.35127026634426,97.84879747963618,95.3053649385171,89.99999981034107,44,-77.88816961,-26.04699120200001,-0.6678715692820517,PDEntry : Mg28 Ga11 (Mg28Ga) with energy = -77.8882,0.0,False,,0.0358669480256412
Mg28In,Mg28In11,Mg,In,,28.0,917.7751605924888,4.891146966967596,7.3192018503816385,26.01178777192954,98.08778059586302,95.39479234477687,90.00000351163669,44,-72.22692533,-21.371552292000004,-0.5479885203076924,PDEntry : Mg28 In11 (Mg28In) with energy = -72.2269,0.0,False,,0.0444898581623929
Mg28Tl,Mg28Tl11,Mg,Tl,,28.0,935.7772612087994,4.892533603394724,7.413219712612445,26.180149560524853,98.1393363797872,95.36151957121754,90.000001639186,44,-66.92384914,-15.306372782000004,-0.392471096974359,PDEntry : Mg28 Tl11 (Mg28Tl) with energy = -66.9238,0.0,False,,0.0378006083974358
Mg2Al11,Mg2Al11,Mg,Al,,6.0,706.955227234825,8.908350649212084,8.908350649212085,8.908350649212087,90.0,90.0,90.0,200,-130.07838473,-24.175790474000024,-0.6198920634358981,PDEntry : Mg6 Al33 with energy = -130.0784,0.0,False,,0.080475657405731
Mg2Al17,Mg2Al17,Mg,Al,,34.0,696.306756071632,9.472986390247977,9.477627897561266,8.960385296967644,90.000043436718,90.00052644636246,120.05552770158394,194,-130.08528176,-23.089248455999996,-0.607611801473684,PDEntry : Al34 Mg4 with energy = -130.0853,0.0,False,,0.0989555864705882
Mg2Al2Br,Mg2Al2Br,Mg,Al,Br,4.0,272.3357176631321,4.361509686325877,4.534095036349496,18.315298261930067,75.58102664904433,118.06852512835668,121.55549212306198,11,-26.84383038,-7.548599141000004,-0.7548599141000004,PDEntry : Al4 Mg4 Br2 with energy = -26.8438,0.0,False,,0.1755553150588227
Mg2Al3,Mg2Al3,Mg,Al,,8.0,400.5396089541481,6.57072754370998,6.570727543709979,10.375659513953297,108.45993174552513,108.45993174552513,90.00000000000001,141,-55.07069319,-10.918710982000007,-0.5459355491000004,PDEntry : Mg8 Al12 with energy = -55.0707,0.0,False,,0.1230205250882345
Mg2Al40,Mg21Al40,Mg,Al,,21.0,1186.746638008821,9.194073789048646,9.194073789048646,16.211060085946624,90.0,90.0,120.0000016077598,157,-178.71283846,-37.034586639000025,-0.6071243711311479,PDEntry : Mg21 Al40 (Mg2Al40) with energy = -178.7128,0.0,False,,0.068944381243972
Mg2Al5,Mg2Al5,Mg,Al,,20.0,573.8900838589733,9.348301529711287,9.346481528727496,10.472608859409064,127.27558120373216,127.27441231449852,63.0064507428541,12,-83.15909219,-14.744240782000006,-0.5265800279285716,PDEntry : Al20 Mg8 with energy = -83.1591,0.0,False,,0.1569600250630252
Mg2Al5Br,Mg2Al5Br,Mg,Al,Br,2.0,338.2273753205316,7.820891532730664,7.681692360226921,7.920344221910619,61.24220361349042,62.67246430070056,95.59184003706054,1,-46.6402174,-9.147834261,-0.5717396413125,PDEntry : Br2 Mg4 Al10 with energy = -46.6402,0.0,False,,0.279769876911764
Mg2Al5Cl,Mg2Al5Cl,Mg,Al,Cl,2.0,327.7707678794669,7.805696208326452,7.875642431034957,6.458414997687775,73.50371189431442,59.920728564637656,86.59714227437189,2,-48.6066108,-11.038726776000004,-0.6899204235000003,PDEntry : Cl2 Mg4 Al10 with energy = -48.6066,0.0,False,,0.2743722421507346
Mg2Al5F,Mg2Al5F,Mg,Al,F,2.0,288.17986302788165,8.009065857172596,6.8406737713878085,6.908431927213251,88.06849834160644,125.57187967856882,107.7256561415508,8,-53.20237138,-15.798239501000005,-0.9873899688125004,PDEntry : F2 Mg4 Al10 with energy = -53.2024,0.0,False,,0.2481845209558812
Mg2Al5I,Mg2Al5I,Mg,Al,I,2.0,362.1014921674168,8.01544203089908,7.8251326154189265,7.063899643014767,81.3314926207585,113.65204335409574,116.77026444186696,2,-43.90646552,-6.652623726000002,-0.4157889828750001,PDEntry : I2 Mg4 Al10 with energy = -43.9065,0.0,False,,0.3495782606617639
Mg2Al7,Mg2Al7,Mg,Al,,7.0,172.05333539165895,5.602971152840028,5.6031002927341325,6.316595151418408,87.26876018232049,92.73070037888012,119.66337794638169,12,-28.59333814,-5.423907988000003,-0.6026564431111114,PDEntry : Al7 Mg2 with energy = -28.5933,0.0,False,,0.0889858203267968
Mg2AlBr5,Mg2AlBr5,Mg,Al,Br,10.0,587.2740289046976,7.3790362815112625,9.89524217670718,10.370945166281036,60.55474943724072,66.24059489909499,89.18549220355364,1,-47.53313848,-21.163794801,-1.3227371750625,PDEntry : Br10 Mg4 Al2 with energy = -47.5331,2.7224,False,"(0.500,0.333,0.333)-(0.000,-0.000,0.333)",0.0993274287499996
Mg2AlCl5,Mg2AlCl5,Mg,Al,Cl,10.0,537.3942077498372,8.297029573201149,8.297029573201147,9.468495834597434,65.59509387425932,65.59509387425932,74.92676337129615,8,-54.22284152,-27.475993416000005,-1.7172495885000003,PDEntry : Cl10 Mg4 Al2 with energy = -54.2228,2.7163000000000004,False,"(0.000,0.000,0.000)-(-0.000,0.000,0.333)",0.2610924866666626
Mg2AlCl7,Mg2AlCl7,Mg,Al,Cl,28.0,1016.205854374053,7.142387412566659,15.475332412575684,9.812373628901812,90.06041886005916,69.54864117525509,89.91623832568384,14,-140.88439452,-73.948865032,-1.8487216258,PDEntry : Cl28 Al4 Mg8 with energy = -140.8844,3.8741,True,"(0.000,0.000,0.000)-(0.000,0.000,0.000)",0.1746945170000011
Mg2AlF5,Mg2AlF5,Mg,Al,F,10.0,237.03999534507952,7.292720614097619,5.73016531986914,9.239022405699949,75.181427125594,40.40103586480454,86.00604198251439,1,-79.36238555,-53.434298171,-3.3396436356875,PDEntry : F10 Al2 Mg4 with energy = -79.3624,1.7967000000000004,True,"(0.000,0.000,0.000)-(0.000,0.000,0.000)",0.0805398544999995
Mg2AlI5,Mg2AlI5,Mg,Al,I,10.0,755.691821652588,9.254118253783592,9.254118253783592,12.285034209176986,121.52898838003028,121.52898838003028,80.54738794763064,8,-39.73785129,-14.561214336000004,-0.9100758960000002,PDEntry : I10 Mg4 Al2 with energy = -39.7379,2.2884,False,"(0.000,0.000,0.333)-(0.000,0.000,0.000)",0.0968397552678563
Mg2B,Mg2B,Mg,B,,4.0,213.83761532381652,5.927989271174296,9.954059344601283,3.6239021948650274,90.0,90.0,90.0000333065982,59,-35.85887219,-1.2762599053333332,-0.1063549921111111,PDEntry : B4 Mg8 with energy = -35.8589,0.0,False,,0.3175564684999994
Mg2B11,Mg2B11,Mg,B,,6.0,313.47334007677495,6.7930822098406125,6.793082209840609,6.793082209840609,90.0,90.0,90.0,200,-198.39409124,28.7298720485,0.7366633858589743,PDEntry : Mg6 B33 with energy = -198.3941,0.0,False,,0.953737298141025
Mg2B17,Mg2B17,Mg,B,,34.0,326.64331908486963,5.901749493046684,5.93380322969298,11.428910368640723,102.68461801348197,73.9073442597165,121.46312882140222,1,-223.23742917,8.653347985666642,0.2277196838333327,PDEntry : B34 Mg4 with energy = -223.2374,0.0,False,,0.3945642451315789
Mg2B2Cl,Mg2B2Cl,Mg,B,Cl,4.0,129.34409794553108,3.2406891604928187,3.240688177438097,14.221332136421545,90.00008029638428,89.99993288484447,119.99975229245037,194,-41.13609127,-7.071859869333338,-0.7071859869333338,PDEntry : B4 Cl2 Mg4 with energy = -41.1361,0.0,False,,0.1716589751999988
Mg2B3,Mg2B3,Mg,B,,4.0,112.52507055901596,4.838724042289929,4.836832582837643,7.561635017616758,95.05766376671777,84.98336660733072,140.31103495530562,12,-43.62032288,0.4959171389999994,0.0495917138999999,PDEntry : Mg4 B6 with energy = -43.6203,0.0,False,,0.3726323430000002
Mg2B40,Mg21B40,Mg,B,,21.0,715.9823185218027,7.847617835450836,7.847617835450836,13.424433451965134,90.0,90.0,119.99999811756608,157,-287.23437498,1.3788696076666724,0.0226044197978143,PDEntry : Mg21 B40 (Mg2B40) with energy = -287.2344,0.0,False,,0.3245613914918026
Mg2B5Br,Mg2B5Br,Mg,B,Br,2.0,235.8082326725795,5.708495133117311,8.499847806962181,10.053877730051289,36.70918541969306,58.308664675447446,74.75622737219271,1,-74.73619097,-0.5100596393333348,-0.0318787274583334,PDEntry : Br2 Mg4 B10 with energy = -74.7362,0.3901000000000003,False,"(-0.400,0.200,0.400)-(-0.200,0.400,-0.000)",0.4698997485000005
Mg2B5Cl,Mg2B5Cl,Mg,B,Cl,2.0,211.9203192665541,7.315775376223212,7.256260316525882,6.278302466290074,50.87072676712565,89.3637935825236,115.92850595456216,1,-74.76569701,-0.4640647943333391,-0.0290040496458336,PDEntry : Cl2 Mg4 B10 with energy = -74.7657,0.0,False,,0.5846744448749996
Mg2B5F,Mg2B5F,Mg,B,F,2.0,198.364605590198,9.74296301651785,5.875969618502348,9.432674424525786,94.4017733905896,137.9765385729379,120.01807728981476,1,-82.5531213,-8.415241229333333,-0.5259525768333333,PDEntry : F2 Mg4 B10 with energy = -82.5531,0.1109999999999997,False,"(0.000,0.000,0.000)-(0.429,-0.000,-0.000)",0.3140335712019224
Mg2B5I,Mg2B5I,Mg,B,I,2.0,238.1091858617136,6.459560670599737,8.638084978724253,7.115874054078117,105.83342120374924,102.93160816431676,131.28136475610427,1,-72.72162981,1.2659601756666632,0.0791225109791664,PDEntry : I2 Mg4 B10 with energy = -72.7216,0.4737,False,"(-0.333,0.400,-0.000)-(0.000,0.400,0.500)",0.4947587122499994
Mg2B7,Mg2B7,Mg,B,,7.0,84.45941167536054,5.224985069320992,5.381966337664446,4.263335215790044,96.68438384218096,77.55050601511,133.761327737351,2,-46.86503749,2.018016396166665,0.2242240440185183,PDEntry : B7 Mg2 with energy = -46.8650,0.0,False,,0.4800174521111113
Mg2BBr5,Mg2BBr5,Mg,B,Br,10.0,618.1229705040304,7.231455532705085,12.042781931763022,8.741594000142282,54.28734699513423,90.01262855330145,90.02938588302969,4,-49.52251104,-15.806417722666666,-0.9879011076666666,PDEntry : Br10 Mg4 B2 with energy = -49.5225,2.0824,False,"(0.000,0.000,0.500)-(0.000,0.333,0.500)",0.1561651101339278
Mg2BCl5,Mg2BCl5,Mg,B,Cl,10.0,481.7174235647611,8.016239280446984,8.016239280446984,10.744365504818903,56.76495822581105,56.76495822581105,75.59912108589863,8,-53.07741052,-18.98381277766667,-1.186488298604167,PDEntry : Cl10 Mg4 B2 with energy = -53.0774,2.5734,False,"(0.000,0.000,0.000)-(0.000,-0.000,0.333)",0.6082599951388894
Mg2BF5,Mg2BF5,Mg,B,F,10.0,187.00672860298704,5.152229055990662,6.476388773141813,8.197557600719358,79.94499312578716,49.28527505669493,65.5928048896696,1,-82.23036877,-48.955531752666666,-3.0597207345416666,PDEntry : F10 B2 Mg4 with energy = -82.2304,2.5571,True,"(0.000,0.000,0.000)-(0.000,0.000,0.000)",0.0745002390064106
Mg2BI5,Mg2BI5,Mg,B,I,10.0,755.1170433973886,9.382530729179368,9.382530729179368,10.475988723515217,115.06788940087652,115.06788940087652,76.58321023164966,8,-39.13350413,-6.610117537666667,-0.4131323461041667,PDEntry : I10 Mg4 B2 with energy = -39.1335,1.9599,False,"(0.333,0.333,-0.000)-(0.000,0.000,0.000)",0.3308141390208332
Mg2Br3,Mg2Br3,Mg,,Br,4.0,340.3594268544226,6.832990933175218,6.842307689833106,10.79099963541232,108.29891624944014,51.1281722982734,119.94401033247968,162,-28.2670469,-14.533335391,-1.4533335391000002,PDEntry : Mg4 Br6 with energy = -28.2670,1.8535,False,"(0.200,0.500,0.000)-(0.000,0.000,0.333)",0.0
Mg2Ga,Mg2Ga,Mg,Ga,,6.0,362.2938590640467,7.74568589512296,7.745604264525617,6.97313110857708,90.14864723250558,89.68195911427058,120.00136536839692,190,-38.02868673,-12.925276038,-0.718070891,PDEntry : Ga6 Mg12 with energy = -38.0287,0.0,False,,0.0
Mg2Ga11,Mg2Ga11,Mg,Ga,,6.0,767.766065957943,9.156784027843749,9.156784027843743,9.156784027843749,90.0,90.0,90.0,200,-104.58149396,-24.695323214,-0.6332134157435897,PDEntry : Mg6 Ga33 with energy = -104.5815,0.0,False,,0.0738618821794871
Mg2Ga2Cl,Mg2Ga2Cl,Mg,Ga,Cl,4.0,258.1420770772366,4.160444986591687,4.42802191602294,15.59977179772393,90.0,90.0,116.07269362557444,11,-25.97861996,-9.761393716,-0.9761393716,PDEntry : Ga4 Cl2 Mg4 with energy = -25.9786,0.0,False,,0.1968042484999994
Mg2Ga2F,Mg2Ga2F,Mg,Ga,F,2.0,196.70913043346036,3.5158850782883238,3.446936012761561,16.25262417528401,90.00557396207248,90.00341568203321,92.92678212483597,63,-30.8151967,-14.761722601000002,-1.4761722601000002,PDEntry : F2 Ga4 Mg4 with energy = -30.8152,0.0,False,,0.0385987765000006
Mg2Ga2I,Mg2Ga2I,Mg,Ga,I,4.0,242.09692206537835,4.153215345061483,4.2304836241465225,15.887437328738354,90.80633887804544,89.52593452215017,119.84555365659,11,-23.11647498,-7.213290965999999,-0.7213290965999999,PDEntry : Mg4 Ga4 I2 with energy = -23.1165,0.0,False,,0.1274442773333328
Mg2Ga5,Mg2Ga5,Mg,Ga,,10.0,269.9005887408404,7.102865564244537,7.102865564244537,7.102865564244537,104.87343179198577,119.1193662164565,104.87343179198577,139,-36.78761875,-10.463957746000002,-0.7474255532857145,PDEntry : Ga10 Mg4 with energy = -36.7876,0.0,False,,0.0
Mg2Ga5I,Mg2Ga5I,Mg,Ga,I,2.0,362.5896024341302,10.23489875158979,8.14333023124162,8.687768990317457,95.30991646341032,116.89300147155616,133.7501555133866,1,-39.57060392,-10.200526826000004,-0.6375329266250003,PDEntry : I2 Mg4 Ga10 with energy = -39.5706,0.0,False,,0.1526077730000006
Mg2GaBr5,Mg2GaBr5,Mg,Ga,Br,10.0,592.5410136919648,7.160761668446599,11.18226507610785,10.198356376032567,50.84163765934199,73.67931202909409,89.2945787049345,1,-47.108811,-22.316220261000005,-1.3947637663125003,PDEntry : Br10 Mg4 Ga2 with energy = -47.1088,3.7785,False,"(-0.000,0.333,0.000)-(-0.000,-0.000,0.333)",0.0
Mg2GaCl5,Mg2GaCl5,Mg,Ga,Cl,10.0,544.9884376638366,8.261350518270058,8.261350518270055,8.809813027976194,72.9015304136104,72.90153041361037,78.42893023301617,8,-54.01678565,-28.846690486000004,-1.802918155375,PDEntry : Cl10 Mg4 Ga2 with energy = -54.0168,3.8411,False,"(0.000,0.000,0.000)-(0.000,-0.000,0.333)",0.104664106328125
Mg2GaI5,Mg2GaI5,Mg,Ga,I,10.0,751.2369472255567,9.210618686858822,9.210618686858822,11.95255915027708,120.22667902433028,120.22667902433028,80.71534944035086,8,-39.675309,-16.075424985999998,-1.004714061625,PDEntry : I10 Mg4 Ga2 with energy = -39.6753,2.8094,False,"(-0.000,-0.000,0.333)-(0.000,0.000,0.000)",0.0
Mg2I,Mg2I,Mg,,I,1.0,107.45343103431432,5.336359691372474,5.336359691372474,5.336359691372474,59.99999999999999,59.99999999999999,59.99999999999999,225,-3.69161534,-0.2289876930000001,-0.076329231,PDEntry : I1 Mg2 with energy = -3.6916,0.0,False,,0.7458100026666663
Mg2I3,Mg2I3,Mg,,I,4.0,490.6237800872006,7.550055694397604,7.798482385299986,10.092267251049671,96.58255393342796,70.1185692430908,118.4271534178954,2,-23.41659368,-10.398506206,-1.0398506206,PDEntry : Mg4 I6 with energy = -23.4166,1.9927,False,"(-0.250,-0.000,0.333)-(-0.000,0.000,0.333)",0.0
Mg2In,Mg2In,Mg,In,,3.0,208.13931684490672,8.35543773925451,8.355431518782682,3.4426697098280727,90.0,90.0,120.00227509712457,189,-17.57991101,-5.297061674000002,-0.5885624082222224,PDEntry : In3 Mg6 with energy = -17.5799,0.0,False,,0.0
Mg2In11,Mg2In11,Mg,In,,6.0,1090.4239196585163,10.292758663198564,10.292758663198564,10.292758663198564,90.0,90.0,90.0,200,-91.92247205,-14.993717414000002,-0.3844542926666667,PDEntry : Mg6 In33 with energy = -91.9225,0.0,False,,0.0749341964102563
Mg2In2Br,Mg2In2Br,Mg,In,Br,2.0,288.45419661120576,3.562232799038352,5.609027825651359,15.889727062295076,89.99519813399854,90.0159905347707,114.69377248311108,11,-22.56131845,-6.778067771000004,-0.6778067771000004,PDEntry : Br2 In4 Mg4 with energy = -22.5613,0.0,False,,0.1632075052666666
Mg2In2Cl,Mg2In2Cl,Mg,In,Cl,2.0,261.70836245586065,3.473798886981222,4.054577025637295,18.88556948611064,89.92069849606101,79.69518322705053,90.00101869991737,11,-24.57991461,-8.721163046000001,-0.8721163046000001,PDEntry : Cl2 In4 Mg4 with energy = -24.5799,0.0,False,,0.1533796105000027
Mg2In2F,Mg2In2F,Mg,In,F,4.0,221.88487235346983,3.2959240620736026,3.3133000347917307,23.07418623586305,92.56295243136708,87.40108620979294,118.14157217951691,12,-28.66993457,-12.974935151,-1.2974935151,PDEntry : In4 F2 Mg4 with energy = -28.6699,0.0,False,,0.1289521130000017
